,Sub0,Sub1,Sub2,Sub3,Sub4,Sub5,Sub6,Sub7,Sub8,Sub9,Sub10,Sub11,Sub12,Sub13,Sub14,Sub15,Sub16,Sub17,Sub18,Sub19
Tri222,1699.981693651964,3061.5407492238055,2979.3851995504115,1839.5606420252063,62.89100862327146,3823.178188020062,2958.3335168810318,5920.298988980059,2060.8383360076486,5729.387382358034,1722.585182248116,5279.919565579331,4636.972478296825,837.4215884394453,3604.740096312275,7773.890789539194,2375.5842824640813,2916.6298910361807,4314.9160248410235,1116.278548946228
Tri223,1762.3894572604618,5475.171262877888,3847.1268762917516,3183.065880153598,2865.0608446243573,2668.095015369979,1039.9212398800678,4573.274450878961,857.2512790353388,7910.257499003595,4304.213770886761,5964.216252497792,3116.69557704608,3735.3169074157067,4036.6804369735396,8967.570070784612,5484.038405736195,1449.4832322975833,2035.8328358225838,4050.024063948824
Tri224,1842.9301197790257,2059.894701717161,2884.4363431834427,1257.9065758695997,4935.426414542478,5812.242463019616,1824.3876441718528,4866.575353700416,1199.7719266454797,999.3230066081076,2072.0386304780304,3963.4091305127317,404.2660649018209,1608.3844074870972,2387.0534524947566,7498.001307886067,2997.8535274095934,3.3134423222797027,2420.0499711810876,4929.757681035415
Tri225,2886.9940249557676,3633.9023901484384,4751.4404595797305,5252.733944787368,254.5114568893999,5297.204754067866,1829.598365294176,2544.2335396471967,1008.8832183532293,3591.270786498241,1144.5459733682526,4146.714554962859,3913.0754417326107,5911.691933360743,4488.169726256705,4218.33333987391,1652.1294167957565,2744.694216983734,1363.9595937568884,4471.998981390464
Tri226,5765.928281549831,3983.4543938165557,3805.7597759713203,4936.424398367809,811.8336073126585,1345.9290856778694,1139.0348206168999,5548.683516775515,727.3685318642265,1994.7926017873217,5950.95173280175,3847.3064193319688,1291.091305744509,6908.892174928559,8535.693127223385,2784.300318951074,3684.051110552255,1882.5822750173566,1322.361998001456,1962.9382389946816
Tri227,2592.383957019183,908.7958326233781,131.63768740073357,3919.2113856996075,2135.6350812624637,5619.286943656107,480.97846976408186,6570.707440872395,619.8353471278192,2243.486953249748,3384.724895131654,5590.520816929365,2532.3699434917994,2203.289436240258,3046.065893780274,6610.886722243501,1605.2537150332307,4843.1615649123605,4480.792763223392,3607.704203323928
Tri228,2427.2294779151307,3081.9184898395015,1419.4344664534133,5282.4398225749765,2296.6133975269277,5529.964469478316,1599.9937969577056,1526.059371698847,2838.432941488207,3581.3343126769714,1231.785562890276,5502.8566007887885,4281.534765452346,1552.573146044161,1499.2368248045404,10207.596558179077,83.40694673394322,1595.4461573776464,3151.211908120184,6463.891568748524
Tri229,1524.39081003057,2326.9936839038437,1224.0697630378784,2366.8668940966113,1219.377207905326,5920.742096711355,267.3500217922936,2513.225333540125,461.5845856555089,4201.480934498238,3938.191078008263,3924.4081296350764,2042.9534572590856,3060.381187941112,3290.6694079969557,2372.5785236747124,1554.4963777929813,3277.32148715046,1978.6566555672252,2767.3809172564042
Tri230,4674.603827034076,1570.7807954737195,1450.9025815979232,787.7671354460258,2275.3819191038197,356.4211510163938,3992.1895915760065,3896.650107301104,2747.1439652925324,2227.7319673082384,4326.637510143569,3790.0972263469607,5322.475111959816,363.84964498488273,9187.246879423383,3662.5277169974083,333.11274419898064,3906.4844342924775,1776.2998465299743,6701.267477018431
Tri231,3489.494120502065,4559.96640081216,3397.9532622659863,3950.697199394816,3838.215423901446,3647.306684098149,1782.4713449703156,2082.322346390615,754.2055184229805,3782.350154897254,1476.089041293642,4507.65363149592,1558.504508648055,4901.737768546169,2560.5302143547037,6725.3552046518,2142.1845476670587,2390.2148115037367,4100.238807312098,4186.872857546629
Tri232,4743.220209014395,2634.9898954084592,2191.3012104473632,2360.16317687706,2254.408925567116,5209.61502573129,1189.8038708750605,1063.9463643450304,3301.019732758117,4398.384551022163,1229.7746599758566,5475.203046361257,2439.3575105953396,4106.262099530608,2021.5457261215834,9239.809662664742,3626.2767962313324,1655.8512078667143,3259.684658135888,7896.396899309457
Tri233,3231.625170333002,441.2034496087267,2764.828191766338,3249.6883904780734,4808.553572895419,3943.0992466022617,4827.7786974943565,7220.064616606099,799.6089712266613,6436.093875645424,1791.7739399019033,6453.835874151546,1125.2662791152088,4216.638399308222,5456.611386500009,5591.4407324405,3253.661429440931,5132.626144874716,1007.5672489374479,3967.1719307402404
Tri234,2433.2431410713693,4605.367120335801,2429.435665168258,2328.124273360448,5927.781081397909,4714.967465516723,3615.105853580792,3023.677086963999,786.426150656312,5320.206305014761,1209.607393427444,,109.9341206005524,1976.4578379435527,3506.9671380022883,3197.72179647515,4405.222493516504,2205.583425649733,1518.4615665559363,6528.267447677764
Tri235,4039.427302908714,2410.64669089511,3518.0804167317756,4843.716605876498,2444.483038370135,3625.3870404348695,1263.5141682053131,4173.142758106332,2764.2694914831873,4488.924444175097,1960.2177341387635,,975.0826129288126,2550.85044205804,8294.888019592825,5029.066831295469,1831.85306921568,1699.2451010447326,3903.0253936290155,3682.9805762832457
Tri236,1214.2822317152168,1435.645950524536,1068.6932305134078,2126.2937021722614,1085.996052455593,4046.7022994680983,4526.48658557463,2044.990893950037,262.8089146582308,2402.746391152844,2494.376550050258,,2125.0333923642984,3371.34598888458,5339.542768293693,10472.732966832087,3292.02962783134,2759.471722767059,4638.385985311526,5821.484024252529
Tri237,3881.9543136521565,2934.7995258307515,1290.6806249945687,3567.614982274644,2371.117626925663,8999.260623284714,3672.1711284454123,5205.775638782844,1828.6016443948338,2493.65142076639,3504.2017109297835,,2649.0687171114187,1466.4712232305849,4273.937536171918,7036.819522568198,1871.1610876700377,2063.3715780341977,2667.038621127674,2728.5878497097838
Tri238,6328.362607778399,4428.647923819731,2152.05722646622,2711.003741978571,2053.2237110211295,7522.306818612397,2595.904910472029,3919.727973248258,1289.1793103733123,4228.663971384303,1172.4934620137599,,765.0160645814036,1390.3640863399714,5235.243312841525,5025.574529112652,3335.7777792270786,4975.235475655563,1503.8607805022207,6815.12523613279
Tri239,5220.435054433518,1354.8298538720937,7980.653894188988,5063.695486387914,1166.8584162907036,5526.866836209357,1471.1416040617446,2778.7525942787465,1947.8202043978445,7908.223444104957,3253.048511556668,,2324.585816418144,1721.4439681471738,10124.11278948915,10387.20066049325,1465.9703447982322,2864.830807456673,635.3660843014737,5173.541879359382
Tri240,1839.984090411809,276.59770878013256,3069.832774525042,4774.140967711601,2322.8948164920494,2052.805320579891,3586.1125203667534,7664.293920070311,2690.7527362151545,4975.441735624722,3666.107987742077,,1533.663797250142,285.99063632420086,1630.9403483201042,4543.6338642545825,1376.0058490427696,1897.3716384050904,1287.1370029299978,1938.8040568750023
Tri241,1990.1156383301843,1458.5350264258836,2085.1325807797457,2592.427957058063,3441.1423876002823,2645.502042439549,2893.092105612869,2521.291436713814,566.7217939668021,3070.172146362774,5406.594960444843,,2400.0041173542963,4590.232520284912,3494.7868749376994,9393.212248968142,1936.8290251817425,3533.9406746280565,5461.70911127555,5025.342734816412
Tri242,1695.559473135472,3679.622570803846,335.26369707831117,5834.351812919521,2605.4305604632564,5995.943000529879,2218.2728012962752,1632.3472978418936,1088.2314012197983,5779.813007937437,4797.67509512279,,4346.343375538176,2236.886056267126,1963.186921894728,2349.9463719662067,3132.921862146945,2578.7322809942816,3918.552955289204,5142.376947467881
Tri243,1181.7156269166965,6900.89024707732,1031.975182370562,5960.503359193868,74.23109585713871,3317.8379906029204,2272.4989093833337,4315.389873485485,1240.2625841576353,1519.642435034822,3133.658852898524,,1088.4903627323401,1087.4189303444423,8420.042671704112,2148.1890226759774,3758.3844214866335,2454.1630232940547,2227.666657741853,6652.251256156995
Tri244,5665.282790267894,1236.5268396797342,1246.4949920527508,1984.5190862090728,294.0336791212305,6034.631116853639,2477.234967402813,3373.912742662034,970.2245325639742,4896.572667309474,4760.54236688329,,1407.150771692996,2779.832899672603,4992.524724111927,7535.954966657735,401.21656105591865,351.6160568111697,2342.5510187273794,4020.854299504812
Tri245,3761.730624191554,4291.243950078635,164.8451491516766,2015.6466920750554,2209.6636893451523,5937.360450876274,2427.106806368048,1845.0707083582101,3236.59759366243,6364.740684363345,2941.0180463641964,2349.3096439191377,716.3706691495383,1610.8530473586109,602.5222838482582,4791.249821109727,1409.5717800642306,2567.949897511376,5658.167840412904,1073.8715749266996
Tri246,4924.462388260635,2007.7438408239314,973.5928184366965,7716.614302047669,3058.6562729650555,9816.620467687877,3305.454784777859,3188.0737873695607,2311.653119610271,2433.5846971848077,1986.8985704710583,3271.5070837281246,1866.4524799445617,998.2419140041154,5291.858187220094,2371.3363797010693,5674.686277678136,4869.755167085283,2528.909359078735,2128.736924332964
Tri247,1930.1253940488557,1158.3558125945508,2808.9034903613824,3802.9599875791823,3516.432533368655,7429.7256873287515,4549.137971923163,2428.359027248198,1826.8766924323345,3829.5194128609173,5004.388701205702,4016.7682573958173,2351.813499842194,105.86164042627621,2613.1051484822347,4430.0577415273965,2593.6717637835736,701.3144882704677,1809.5848309854534,7389.7236071303
Tri248,65.2769029050938,2643.579595511683,326.3398973358703,3802.9320777941343,3174.4813689252405,5219.69856417485,3300.5136714124683,5626.938170389367,1178.1649127117316,4871.386666463331,2927.8930990746658,5835.897375634116,507.6554420968927,1594.2018250427639,8024.734276152135,2303.9358658132787,65.12013812053074,2436.466696384519,2521.519228315018,7414.08248050339
Tri249,4761.048404989048,1188.8150246935452,1447.6362748240645,5228.521988006032,3582.294374307489,3728.4268965783403,1840.5203666296259,4567.595125427213,2974.2400817756443,2800.5677899935868,2404.0442287867795,6541.311216606244,3561.957539125188,3103.4180253052023,3771.1940186702427,6025.016385804793,5641.030428740387,399.5916001055695,2040.7203452980732,3886.0768905562422
Tri250,5926.534450878521,3326.6745016213195,414.2329158194621,2427.003805580912,4151.053276775136,5509.493524309224,1326.986212497316,3815.9111593191924,1990.0314625724334,3590.3406104762844,4377.149193203914,3638.2468389099513,1670.6558642144644,1361.6344473619465,10578.53853681488,3958.5761190569215,1045.7855639855693,3034.360721377017,2580.8689924425107,4730.631833377231
Tri251,3257.0912395503715,2555.8945125553632,4885.086875249452,3544.001229248025,1155.632409719364,8116.298801998276,3089.3352282826168,558.3170489792008,1279.853517197092,4319.990575800845,2679.787410638464,6125.690124412565,3974.9248921071494,732.2151520049986,3278.4776353120624,1908.1391452190842,3943.9200115830718,1618.184599066149,2484.071459345118,4585.349112949059
Tri252,2230.8979784910644,1466.7884724839303,4439.756061878596,6187.9270386444705,1131.5014348864972,8844.640420505513,3443.2591026321093,1354.1652298322933,221.0917562199256,5918.670011027387,2618.666161630653,4992.989863817128,1223.4387248879002,1809.7251445513784,6859.567893243359,5792.137650467704,2589.9272417009042,2575.710545309445,576.4601557202145,2329.8340084360316
Tri253,3472.5352441307787,2994.0671213847204,1571.9542624647981,1932.7385043130748,3865.587742438348,7837.242024776814,1097.2674189727377,3751.8487578353306,1017.114708635533,3828.354092566544,4611.8345224334025,5447.068857249284,878.349438918296,4494.468334401954,1366.4375916266818,6638.251736365527,4472.993402530891,669.5367889931205,3428.5074380697815,4295.292369592606
Tri254,5899.68770319969,1335.9236606370805,2765.720213560967,2942.5558225652885,1696.4773850636773,7913.060444585834,1305.1454788430358,1989.524730691227,1572.5212073770988,5606.795523045495,4900.00912083905,7499.0055301610055,2704.5750369895804,1547.697000659909,2563.9906679462365,4481.1956741331,1891.7935795758276,3072.8939409333593,2844.1263139326925,5173.358378072318
Tri255,2499.0234602505498,2706.1048900316073,1994.6207349662923,2245.0754924784546,3833.7520729318867,3320.9133752676516,778.6027130224522,4512.58865996024,3539.9990046486305,2825.748471253627,5503.136837357199,5802.517749953823,245.00033786335194,1115.0319368077053,3653.5267172917024,4970.521948917576,1525.8148796953142,738.1180893775205,2472.236915512703,3796.1739290101414
Tri256,2233.4461123395918,2795.320423722626,1572.285293976253,1210.0315635207287,3277.8831715408123,4370.5753417545675,534.214034704791,3330.1111292213477,845.4195034831391,6214.001818042587,3916.638931347351,3416.2538309966667,1155.412781482241,1787.7194783974862,2695.222020934873,5149.80485539441,1772.8323825390275,65432.0,1442.4694081588348,3106.8632244477917
Tri257,2020.4970279518477,1290.0187448962313,2113.1286893205015,895.4163429858024,2426.432164769179,2503.461980037538,2704.762437998152,6319.42881376755,1779.1825183812944,5434.967514133353,3532.906176599636,2120.421898384749,1036.2350949051388,1624.8031757656802,5088.690221953235,7814.593452097773,1006.285918596399,3267.597697631614,5115.487192084486,4675.556371238764
Tri258,2824.58189102217,4738.3037298786385,3814.5227992184828,1486.547633309129,4601.736394931024,3457.2133532094713,1986.1860497554046,2349.706368573621,681.8638515200171,2798.455427191131,3803.9469034817143,6958.290718949201,2082.91263289672,2692.076452520515,2384.5120943593543,4457.340936261969,3837.412458330557,2795.197227298739,2375.4424070865393,3048.4884812535206
Tri259,3857.6234895884395,883.0351113107396,2760.046068421068,1594.9101565836545,2152.411534978268,3685.4909485536864,2806.2495310409586,4040.2968200937553,590.5969908722163,1278.4991422636122,631.8230559682693,2367.7220367814875,1517.734711746963,2085.6955142813536,4883.792953616186,3950.118116596142,3818.6926332257544,1767.1759922253168,2623.204922702464,5980.687127113636
Tri260,3382.3352620756405,3707.22919169763,1949.2357139021017,3592.8517747762253,48.61685023084972,3917.2909733032475,1772.2445843285823,3973.1440508609426,2492.571577842862,4338.9289036795835,2675.545362258493,4103.391169718713,2357.2188923382264,1106.555019426437,2817.6340763229814,2667.4982252699774,2600.5172447018194,3154.803349074587,321.63439869711164,4431.5457135136985
Tri261,2311.0427441612346,2216.7854804998256,418.1662300045994,4656.161368612258,683.0763856891782,4349.625648830263,1292.7793464098238,2888.0492448174978,775.5386568695144,3332.8026262048,2698.106686229638,5626.80514102483,285.5396624241946,1550.0889547483025,2670.031198293175,2811.1783830038003,1619.3654877885072,3430.3257382914803,1784.9659983473628,3358.7911735061653
Tri262,3340.038248708238,393.40148458249035,2392.1414674185576,1214.7314402651216,1900.4861458974535,8786.264018594458,140.14414390711326,5931.076214862609,982.0813393445248,6474.936718415596,6777.986671798656,5917.1024840270975,3685.189169722651,1492.7984446081512,5301.328681896645,5540.437480350812,1390.9891725617376,755.1345360408835,1898.3927930575276,6683.865756904021
Tri263,7946.481736109174,997.9566713018261,4065.1754063306144,8593.54697062813,5094.475653016927,6528.727174043771,2625.3122248294135,2109.187414096448,383.0427728379673,4784.332369749436,2315.160694374061,8137.479963005344,4164.796828296364,2242.106914335945,6105.100085828674,4410.835649988466,2491.3395467065325,1442.5138561839271,3901.7620115109594,6605.930106936606
Tri264,1350.210163014975,6046.930661905924,2704.093346266162,912.1337027471081,2131.0151616148037,3649.895139165841,2262.4596227936822,4359.565805892016,281.8844674973188,4408.706134996238,4188.386567042044,4868.974683070359,1904.1283060420387,2375.8074199466996,1297.1916935955383,3915.5067614238233,1513.1658871708353,1500.6418710210073,101.47081417748605,4846.599865237376
Tri265,2186.0497632607103,2241.0430852220607,3064.3532831265843,3114.5553913233844,5651.528920989572,2881.054365194228,1657.8634104277082,2752.4736027706294,870.1728946261086,3610.323247183253,1867.365922524438,3363.435263181774,510.55465080348193,4061.1976103935845,3173.677139077222,3267.7387190156173,2925.81401379346,1752.779676501646,286.97975603401017,6951.824676730869
Tri266,10681.396387687986,4543.652678915151,298.08622394035,3031.515913573313,1241.217963998655,2996.425812763711,4384.535696964765,5074.334381706673,2152.7331444624288,4206.266996443666,4146.599548673639,1717.0283037611935,487.2579951453104,2724.8635371808477,3175.9833436975828,3482.7672013743118,1900.0747232145372,1299.7219761822394,2991.780611482697,5412.349971907382
Tri267,4397.402597930413,1835.1707255248257,2302.0001127239216,2635.220189175639,1341.0045428531869,10884.30120409266,2193.358526786177,4524.361225988483,271.4688393712202,8920.336848072206,1298.8348741737875,6924.385782367952,3130.9675893575495,2109.6995107516786,2305.936078767889,4417.681942183178,1739.3520678097873,1287.9433790742178,4925.583942427553,4151.295781854004
Tri268,5695.233290479003,4520.8266503607765,2199.36965278956,1552.2464959487113,3373.7128301070934,2301.4573419342632,1651.814406818702,2652.717488789224,968.5436779667644,4765.850512917807,3150.22888433003,3097.1068182958747,1362.252693818185,1940.4997792853526,7763.400966836819,11066.275564461015,12.860120132830888,1040.2555488688204,2603.304460583317,3948.4670604024095
Tri269,3636.9620124681433,1057.3409767324715,2014.3649778712365,3652.9253658503676,3664.223250277039,3160.252078192995,4132.5335098644055,2679.8109945132687,1210.0766348704663,4380.6514664332935,3972.8206257971333,3840.846047593595,941.0303761030889,3615.964256865979,3826.2417877092385,7925.028336040586,3415.449472987483,940.6934550092244,4961.391579676236,2746.150312234169
Tri270,2212.153173190274,3293.7948574434204,2973.7861385922715,4301.316595320462,4402.896129132912,5980.000006994526,4116.940253507224,5303.908324803802,23.543289499905583,2084.877190522851,3075.637339654659,3199.7451033621237,6848.964334437213,1951.5688109132288,1915.804131320542,6108.934247938608,4397.0896685982125,3178.942905537449,3980.8999181642475,2328.9998603252047
Tri271,3649.89105265158,2625.4713898690684,840.5544307229974,3564.741698857735,3092.5711038077875,5813.641871705066,2309.223029663199,3566.5626546308713,293.21664927032384,4165.688803590168,2963.5242871078117,3399.561297522564,3911.688307449686,3381.406689842841,2114.7597009677334,4940.246393168379,5785.442612997152,1555.0375751172442,6096.552392089313,3067.1659389410706
Tri272,3730.440970494194,1881.886367212927,2892.7013984223704,6508.482004501243,4274.507392296588,8218.139281432545,2841.2816727846307,3126.516655894918,776.0165677413586,4482.075837302252,6548.34407125065,7049.988643465505,690.3117847766101,1363.2343253932663,10372.360058193386,5570.771800429634,2212.8084663864706,6189.29414322785,5634.56788713496,7883.384949476155
Tri273,2370.0406142014144,457.7751478492501,2734.672297674926,3363.276935570501,2634.835605467596,3268.706558528521,1474.615274430803,6706.416570283033,322.9073056237304,4371.654868245379,488.9416771773788,4697.420358982634,2290.5055367388777,2172.6699587051316,3662.2155846556666,6524.874492199128,1708.1565462303593,2915.711467480769,2556.765395732196,5708.254501189483
Tri274,2616.674174274866,1364.2578705172643,1666.7336159760732,2605.2034813028245,4928.822692119871,4422.411620849543,10.661700804469486,2066.718016641004,557.918523849101,4404.099159841868,3733.7647128596755,3486.4416510742667,1652.281278422706,7595.894266134776,2620.1220078412935,1517.2003749534774,1425.4999154120196,2079.688558883995,1762.0312778262864,2799.2467881943144
Tri275,7054.1915253946145,2524.950252529411,3653.3480069694965,2241.628418367052,4960.159901918405,3046.997038902148,3561.909536461642,6519.715623738415,1485.0011033110306,4003.9392895609794,1066.1089919183544,2211.260428863031,1052.973245393515,4318.723668508072,351.1376970932852,3931.9474907047643,3343.0174420848866,679.9441819007576,1636.6523531348007,1238.7792678085107
Tri276,2191.656546958215,1046.701959747724,1924.5077444517929,4235.864179841894,5159.850168061027,3560.228301964217,2724.4903499405204,1729.2493696198273,2233.855649722143,4983.083902981049,2987.350247277839,5823.484132445982,817.498833687036,602.1658035578362,8842.137795369363,3498.1299571672275,748.1443952076808,3875.9539123920017,2811.9418417277493,3653.1136489480077
Tri277,6404.501976097952,2304.5913241689314,3847.027479822493,4492.04514699283,2052.7901246292886,4908.965163938683,2540.553554008507,5335.360288487744,1761.6323319003254,4123.848842797675,1472.6121362832023,5799.789202976607,2030.891748908929,3666.8359129471587,5242.615071204197,1966.2700157635386,471.8825981484716,541.4199485645997,2184.5220330536968,3111.352011815891
Tri278,2540.47041721272,2761.4205906435673,4491.605728600978,3024.876356005944,1056.3065212636182,4309.973183047557,2521.579277359858,1061.665212332648,1772.6952641548808,7747.508055714519,4084.2108070726713,2713.901728973981,397.0326518191181,2546.4029354467198,4527.442899173757,5145.30348195371,406.6562605084534,2613.807346307577,3892.269448085669,3196.158395111656
Tri279,4437.563345132784,3488.1108307848854,1875.0727539077934,2152.181910230591,3205.922626677817,5530.683402432114,4732.85604612513,4821.586811401886,223.53942755429546,3556.2735840386504,5890.781083209086,4494.178516821079,359.76141605793055,4803.242278571778,5273.182329890184,6754.436098776014,1653.676382891932,848.4791890277095,1957.050251704101,7562.041316687485
Tri280,6543.31941773434,2672.9240702620878,2781.667461683505,3527.758908691488,1413.2830530669444,136.74073348984817,3193.3390940180766,4049.175573067849,2461.875006313696,5446.500678255876,1038.2432286115402,6089.502603219688,2422.2055928304567,2858.9686041156383,4107.701902653003,4671.73467191135,3367.596250060825,2594.5259422160084,1374.0232491845893,5608.350436658892
Tri281,1841.461685659644,1472.6111257522743,1439.6401658522013,5904.25667136729,3668.2693325636733,7569.324484378903,2233.9485986532713,2484.3807324328477,1675.2760942149844,8123.95713942597,1704.5755440989528,7199.253469818429,2588.756504497668,1858.6685090081667,2384.235101786117,7010.643859485125,4990.602936196335,1461.5355828233694,4787.886701505877,2126.7944875007875
Tri282,5221.18993389248,1248.3672902697597,1209.0142853430184,2012.2132351118557,3147.6751057776873,10239.587254693455,1907.8344549610358,2769.547975910076,493.67943963713935,1630.860903708019,3226.0508227114033,3600.0311652942773,2937.6966670439515,286.7830389162389,5902.793766749829,5030.839038675274,1383.1644874280933,4781.771618196217,2897.282476828043,3515.468732390529
Tri283,2106.8251407827397,2332.424666524464,2451.3461222578358,3750.2074922418547,936.0669921181321,6758.531113354764,2370.0532240158136,4439.814562888573,1423.9212897221187,1598.511198499596,4587.482357132832,2882.471495324098,245.79452827689784,2837.3901792412144,6501.315627343448,7433.165231087196,3633.812116882073,7707.825802279729,2474.5278812499387,4634.50142107676
Tri284,3316.0690235161337,571.6190298479801,2489.530587657179,3040.0625054342713,1353.1611555791435,8593.006626634971,4244.027419034753,4193.8958266989275,2876.701838218883,5935.242535156748,2729.350205496804,7864.997896117137,1227.6938757116218,1096.4010458994564,1976.1274572051398,3395.0772782580407,2578.3536590769368,114.06988567618282,3487.6810775879558,6463.925116262661
Tri285,2378.534832790702,2276.5739697824215,2142.3319923550375,4753.945506988205,1708.0743663045262,2274.041657143589,776.2156379732711,2137.4914097903456,262.4599421759254,3383.267795116263,2157.4652586999996,2937.767407955081,2809.800097007738,1969.187125782593,2809.5881208947267,4782.775636418283,1478.4801159181163,2234.177238529917,4004.640006890039,4455.5326450719085
Tri286,2898.0937602524223,1346.5109294070064,2916.8343331472083,4394.177831127526,2621.1916596062033,2811.3204484882267,3138.581096528208,7918.911986579209,1929.1796009219054,2640.0820786294485,521.3606186481525,6337.293419472973,1970.1580359656803,1032.5865624730272,1240.6007900217433,3833.7219463961674,3510.031094151132,830.5876361819123,4250.39181102484,6087.108226054125
Tri287,514.738166851077,1649.6704225309466,6342.475568762623,3719.3292254759526,1586.5562218537516,2741.906935083294,6079.544709365809,3892.3532510127807,3956.6671383400835,5571.609465552309,2522.3459165357426,6337.104770766379,1328.3960791235177,2473.3718991963424,5890.102339175969,2028.0358196247423,1998.2917352784389,3470.839645197928,2705.4851371339587,5096.305672959234
Tri288,1811.8795859293036,1677.5242014084733,3549.2378927360232,2167.3595060287407,3597.290634735247,7415.115908373618,1764.4999630954774,6816.496427935654,735.7025996597506,5427.072442932661,4111.919282076276,4463.966682633736,2803.159564960181,2259.298375912544,3792.661008229787,2433.945565524839,3201.563804818093,2571.715430249786,2466.5699306453716,1059.1557590305606
Tri289,2362.605544207125,1495.6476529734584,3221.8703792035426,2116.792415910644,5879.662513253056,3491.4072122452076,2541.8464267692234,5288.021546768092,1266.944766841298,1154.650581604149,3604.5823631994194,5522.117378853395,3393.651828376742,3621.00365644174,8490.89079670534,3828.2892200871574,2895.7541876679416,3266.3129551489324,1026.4398330884196,5727.690863105513
Tri290,4468.959195450115,5895.696453034406,2325.722797806833,4195.45652190969,2044.9030173066549,8432.607255302735,251.97655164334031,2765.574542072699,3274.257797998941,5622.299507358196,3047.5249163539465,5993.29773928474,1294.2135585742064,441.6189620406918,2024.2554528345368,5103.805558113458,3104.9396480547903,2715.008220605567,3837.3007705295727,3844.010557349681
Tri291,3406.0982251143714,1374.1032064536455,479.4466036316338,2689.7579150256092,2083.9137103332137,6807.26628465564,1950.0194001713123,1268.5382468008872,1460.221172454529,6123.070974486819,2269.3634293679715,3850.8294671947106,775.8824759450092,4747.685556175196,4983.041437812223,2033.092973063713,4318.574954681933,3401.7960644917025,2700.869454173039,5448.143141518438
Tri292,1764.886788737988,2332.583813147997,2238.10881028889,1645.015771889386,2674.865686222853,5569.100913436549,5376.790925981008,3370.845427932554,1563.315157890355,1990.914879317014,1704.244776421234,6507.463234779338,900.5335180712217,1027.0448144545867,3834.144452280343,5777.551672683131,1047.2681868132802,1606.4078485016619,2788.745817217873,2078.223490164166
Tri293,3252.6556985396273,2679.591612950298,2940.6722758300293,2003.1382288214209,2345.526743222186,2261.84572471427,2120.9161641947508,4783.792877306982,623.9968478008984,1499.4202263105487,1279.2578539562642,5310.836449737702,3045.283659746639,1455.0212409298038,1921.0778766553008,3386.1982056777556,4495.727100180204,1237.6055212344759,3037.094690229594,3496.2736901181765
Tri294,4943.32537727189,2845.255414950493,387.6449862750134,4434.8184747607875,2023.7857966411382,1294.1851737311852,1612.018582895468,3842.7567086723398,3633.71501843658,3861.9604781427047,3101.360105768836,4272.19649310292,1995.3483296104491,2682.2332587878404,3268.8692506146044,7461.092225193086,551.5037895744833,4455.859488721025,581.7295655886155,2594.01517672858
Tri295,6264.047910189611,272.2046246139778,2281.023997561111,2468.5085742069627,2156.5971911060956,3348.5495732502327,4115.676656683915,2349.9862689903193,1544.068814364929,6004.544087167325,4200.69676080641,5026.9797659356955,2227.7969637000433,2634.479700592214,387.0034538468041,2105.8574816187656,353.07106793638076,2587.8621264246153,2287.5171238902913,5957.9824957673745
Tri296,3285.302832450616,4072.6354036328667,3225.641145463177,1636.298759969768,3531.992882334456,3149.9088002742064,5658.84174554171,3339.140148446051,3083.2226604168354,5776.420522196775,4484.415160358646,3974.9164092471283,1884.6452361372874,3620.552572184087,5216.135858839107,5169.242186504652,3749.447379777424,1036.5573217917085,3275.92403693915,4182.103476478327
Tri297,5222.360100267901,3523.3288944440883,3103.2699026604223,3540.243755629798,2654.845014277523,4284.28796423422,4109.893312833614,2553.3987966849418,2260.3310040960473,2294.6240032398196,4704.71484338313,6849.216686773246,2977.512817588956,1291.708666574869,4173.147560848868,4048.6343989623333,482.2737076070328,2303.4518229239943,6157.179911829534,3081.5211248539626
Tri298,6063.3947053869,3639.6131790805557,949.2476936646717,4632.224680717935,2435.4742326569635,7590.972191456895,1435.8413751841226,4440.989776337413,896.4141117542642,5654.598998351876,1556.964165326386,5913.5371556222235,2917.0713599128503,1167.0969563968429,4363.849557227481,7888.924076920013,3820.622381941508,2411.8621106972228,96.55420083191424,1639.746924418446
Tri299,3694.9825940351225,2381.629474041392,4415.926053875948,3899.351208600588,2570.2173681841946,3485.20159322005,384.7427835878493,3157.0551871676644,424.18666142298565,3139.8870075865384,3806.969777792145,4626.807686781454,1807.963316832878,721.5566360598318,5941.853238581646,1987.9267971897789,6527.766672111104,3377.7531992531462,3178.1765181472015,5435.464468846168
Tri300,1925.70143417025,2693.84836324906,2332.105635257474,6605.884282717756,1506.3015051930813,5566.910294158273,1942.1466995243125,2941.1190181778834,4446.786606718246,5623.448670882685,2022.9360211161552,5395.590258422005,3872.94842921246,4303.090938024842,5010.598000845837,8450.101288165113,1940.5591275435888,1304.842545676349,361.5101288320386,6665.259685999603
Tri301,5435.563430880933,5671.85103732994,1842.9745604561947,1461.811019328132,2061.787954316166,2727.0577270943077,4674.34723302025,2118.4058859366573,625.2295650623173,4952.0498072756955,5071.62951626795,5321.124058984606,1946.9674919415322,4811.372098409275,3153.203743471101,3933.087330607617,3830.5204365761538,2214.3837340947416,189.3675087646819,3151.222329093596
